id	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
EFHC1	2.05574	1.8371	1.82301	1.91297	1.77213	1.87192	1.84973	1.81139	1.82995
LOC652968	1.75629	1.70333	1.66841	1.80469	2.0559	1.66509	1.95018	1.58291	2.14202
C16orf14	1.73727	1.45178	1.98065	1.69484	2.29232	1.66534	1.60479	1.72309	1.69766
MPP7	2.15531	1.93447	2.13004	1.52767	1.15453	2.05231	1.69652	2.04885	1.77415
PECR	1.94296	1.87427	1.86958	1.81477	1.68973	1.94819	2.02267	1.83854	1.86934
ZNF35	1.90179	1.84797	1.77804	1.93797	1.91786	1.76172	1.67446	1.72005	1.73351
TSNAXIP1	1.81073	1.72518	1.59782	1.58907	2.07202	1.53869	1.74238	1.48387	1.80774
WBSCR16	1.92878	1.87061	1.97158	1.81846	1.97464	1.88579	1.72954	1.71555	1.7997
WSCD1	1.63704	1.42769	1.93743	1.80106	2.4521	1.55521	1.93407	1.65209	2.11947
CENPQ	2.03548	1.8002	1.76678	2.07485	1.52504	2.00633	2.0107	2.04473	1.87322
MTAP	1.96242	1.89859	1.86276	1.82098	1.78066	1.90884	1.83686	1.77359	1.89162
GABPA	1.8977	1.99131	1.89883	1.87986	1.82414	1.85037	1.85574	1.87192	1.8846
CCDC107	1.71536	1.88776	1.73128	1.74546	2.12364	1.54942	1.87369	1.89883	1.99874
FGD1	1.735	1.69521	1.83243	1.73949	2.06033	1.80074	1.7772	1.90787	1.87037
HGF	1.49555	1.9928	1.80106	1.68123	1.72334	2.2736	1.595	2.01327	2.38764
SIAH2	1.99034	1.79395	1.94194	1.74282	2.13442	1.85129	1.70744	1.91971	1.73776
PTPN3	2.0645	1.96643	1.83922	1.66203	1.29728	1.78226	1.68363	2.02189	1.74701
C8orf42	1.76854	1.51425	1.88121	1.5439	1.81433	1.69652	1.57837	1.39418	1.54002
INTS9	2.02069	1.72163	1.97602	1.89588	1.98215	1.90787	1.80801	1.92831	1.97771
KCTD10	1.83922	1.9793	1.88556	1.8307	1.72262	1.96242	1.8371	1.84874	1.70599
MED22	1.89933	1.82121	1.72977	1.71056	2.10441	1.78946	1.87908	1.86494	1.88579
ZNF783	1.59708	1.66164	1.59293	1.7705	1.88685	1.69857	1.74701	1.67073	1.8292
PSMC6	2.05756	2.11873	1.79678	1.87964	1.41606	2.00118	1.68738	1.83983	1.73803
EHBP1L1	1.31081	1.51398	1.81379	1.66067	2.24649	1.58622	1.76768	1.78113	1.91261
PALB2	1.99874	1.95361	1.80387	1.88844	1.71864	1.85862	1.81139	1.7588	1.7022
LSM11	2.1699	2.2635	1.89347	1.72518	1.0851	1.74522	1.69045	2.19079	1.73026
BCL9	1.85476	1.84858	1.80074	1.7542	2.15491	1.87514	1.74473	1.80774	1.84797
CMTM6	1.66868	1.78659	1.83937	1.79595	1.92192	1.82898	1.95044	1.89428	1.89246
MSRB3	1.64256	1.81167	1.79311	1.95889	2.28699	1.73523	1.80086	1.7282	1.8795
FAM124A	1.95598	1.67098	2.19482	1.97107	1.84657	1.84858	1.91037	1.62756	1.79758
SLC2A8	1.86255	1.85383	1.72372	1.99874	1.93743	1.85019	1.93046	1.83287	1.7142
FAM57B	1.52615	1.44441	2.07332	1.72497	2.50896	1.95164	1.59343	1.67349	2.01921
PAX6	1.79154	1.85224	1.80217	1.84534	2.32711	1.79395	1.82713	1.82713	1.98582
AGTRAP	1.53505	1.80368	1.98162	1.82695	2.37202	1.80722	2.02758	1.87146	1.80558
LYSMD3	2.01132	1.89308	1.86808	1.88885	1.71739	1.88181	1.88121	1.97389	1.83243
RGS17	1.89124	2.05932	1.81317	2.03066	1.55322	1.84901	1.77298	2.00118	1.66971
DOLPP1	1.90981	1.89977	1.8255	1.89537	1.85178	1.92592	1.85342	1.79658	1.76953
PAG1	1.90743	1.86033	1.95493	1.87825	1.90605	1.89017	1.81005	1.84939	1.97091
RPL23AP13	1.8216	1.85316	1.69597	1.70042	2.08261	1.73727	1.73803	1.82191	1.86958
DGKA	1.77702	1.66341	1.78404	1.56197	1.67098	1.65745	1.6553	1.82334	2.00592
PNPLA7	1.57041	1.76678	1.52615	1.77605	1.83467	1.67205	1.84797	1.58528	1.89449
SNAI3	1.64953	1.43326	1.60517	1.67055	2.33708	1.79512	1.90694	1.84769	1.96472
C1GALT1C1	2.06824	2.0103	2.02818	1.86478	1.3077	1.95124	1.88668	1.82433	1.71739
BTN3A1	1.49054	1.65881	1.43221	1.33401	1.90285	1.51978	1.70282	1.62859	1.62197
PROS1	1.87168	2.26731	1.72176	1.6609	1.21926	1.93085	1.81918	2.13424	1.70894
C3orf57	2.2736	2.21913	1.94768	1.53932	0.772285	1.85656	1.65162	1.97329	1.73325
SMCR8	1.84288	1.85675	1.84008	1.76641	2.00133	1.84874	1.82836	1.91335	1.76125
MAPKAPK3	1.73612	1.73843	1.72262	1.8432	2.1935	1.7556	1.76629	1.55795	2.04766
COMMD5	1.80703	1.66145	1.83118	1.89504	1.77926	1.83664	1.81212	1.88226	1.84252
HINT2	1.9326	1.94236	1.62998	1.85431	1.49194	1.96328	2.20986	1.79013	1.81506
CDH4	1.62197	1.61573	1.57241	1.75693	2.13063	1.91896	2.08978	1.85675	1.8918
ZNF264	1.90965	1.90223	1.88409	1.91682	1.80576	1.83339	1.92901	1.87888	1.8384
RAB8A	1.62878	1.95957	1.735	1.77035	1.81354	2.04924	1.81049	1.65105	1.65122
CTNS	1.68201	1.64163	1.90048	1.75674	2.50639	1.76972	1.71056	1.59796	1.883
C18orf51	1.88579	2.01281	1.78279	2.08214	1.39365	1.97207	2.28846	1.768	1.83287
MGC3207	1.76922	1.50063	1.77237	2.0854	1.73101	1.67949	2.14686	2.00901	1.86197
HRH2	1.8119	1.72427	1.73523	1.54942	1.46749	1.77988	1.77168	1.86568	1.87825
DSN1	1.97627	2.27555	1.70721	1.89162	1.37679	1.92878	1.89017	1.91767	1.52282
SLC37A4	2.03618	2.01619	1.92569	1.89839	1.5694	1.81139	1.78556	2.02016	1.84752
BCAT2	1.34631	1.53321	1.69045	1.92637	2.39652	1.56463	1.81601	1.52485	1.89363
MGC3196	1.8419	1.74807	1.87541	1.80929	2.06709	1.87447	1.78597	1.92324	1.64122
CLN6	1.85969	1.82852	1.91786	1.96328	1.89308	1.7984	2.04885	1.75927	1.79118
RCBTB2	1.86608	1.83545	2.04157	1.82243	1.98496	1.76358	1.94572	1.74414	1.83854
IQCJ	1.69308	1.90502	1.79171	1.7055	1.79131	1.58323	1.75734	1.81227	1.89537
ZNF347	1.88712	1.75841	1.90306	2.06885	2.34058	1.71806	1.81433	1.62227	1.87576
TAS2R44	2.1017	2.00654	1.72563	1.91037	1.63671	1.99646	1.95386	1.9542	2.0691
C14orf138	2.12709	1.96751	2.00502	1.86909	1.64233	1.85886	1.66509	2.06492	1.53114
EGR3	1.88121	2.01494	1.59572	1.63063	1.47294	1.89285	1.96122	1.98002	1.83983
SUCLG2	2.07244	1.96932	1.77106	2.00183	1.34356	2.01166	1.89588	1.77195	1.99388
FAM136A	2.10044	1.94165	1.9921	1.63845	1.48067	1.88323	1.77415	2.02654	1.65393
SHC4	2.08933	1.67205	1.99476	1.88528	2.23395	1.93886	1.80329	1.48483	1.7987
DHX37	1.63796	1.56245	1.81477	1.84008	1.98424	1.78974	1.84429	1.72163	1.7235
H2AFX	1.62069	1.80965	1.9135	1.62177	2.44956	1.93582	1.83793	1.75674	1.69731
RACGAP1	2.01115	1.84973	1.95663	1.88121	1.43156	1.76405	1.64072	1.84488	1.76875
GMPPB	1.66819	1.92348	2.00577	1.58622	1.5469	1.84926	1.67164	2.09908	1.84691
FAS	2.09694	2.04211	1.5585	1.42031	1.85431	1.55965	1.79797	2.07065	1.63933
MBTPS2	2.28809	2.3864	1.86846	2.03506	1.34217	2.11516	1.70936	1.89695	1.53062
PTPRC	1.7463	2.11128	1.91113	2.08876	1.50962	1.48906	1.92878	1.88427	1.94619
FAM18B2	1.98302	1.94819	1.85941	2.00502	1.66435	1.86017	1.9421	1.62482	1.60416
TSPAN6	1.93282	2.09343	1.58703	2.06709	1.72393	1.83165	1.97444	1.68999	2.02624
ZNF813	1.60457	1.99444	1.16507	1.68709	2.10802	1.3412	2.20566	1.97736	2.18224
CDC7	2.03066	2.15518	1.92706	1.85989	1.32603	2.09586	1.63486	1.98424	1.41148
ZNF431	1.82594	1.86678	1.84388	1.89803	1.87146	1.87369	1.80539	1.72198	1.77873
CBWD1	1.91515	2.25211	1.72144	1.72114	1.54543	1.96394	1.60398	1.90965	1.81956
C14orf126	1.78854	1.99504	1.83812	1.91062	1.89803	1.67775	1.97795	1.85594	1.99057
TAPBP	1.7933	1.78012	1.73543	1.7079	1.92348	1.81583	1.87603	1.77298	1.76334
TET3	1.88978	1.81049	1.74879	1.76768	1.63609	1.768	1.79285	1.75396	1.88869
RPL32P3	1.59418	1.76294	1.72656	1.88648	2.21407	1.76279	1.75585	1.74444	1.69325
USP42	1.80909	1.80086	1.86093	1.80681	2.07506	1.85693	1.69698	1.76004	1.77568
PPAN	1.80049	1.66397	1.74166	1.83963	1.65923	1.77488	1.91767	1.78043	1.90253
TPCN2	1.47349	1.8353	1.7337	1.72198	1.96602	1.4812	1.7947	1.77342	1.96328
BCAM	1.42132	1.41459	1.79658	1.64022	2.63017	1.59854	1.97071	1.56527	1.735
ZNF140	2.01217	1.95044	1.8074	1.92852	1.49656	1.90743	1.96394	1.90048	1.7118
PTGFRN	1.88082	1.97122	1.74899	1.73909	1.43059	1.80153	1.88323	2.08153	1.84212
LHFPL2	1.70023	1.83044	1.9085	1.88556	2.07863	1.55168	1.78363	1.76257	1.85843
RP4_691N24.1	1.6321	1.48323	1.59261	1.54804	2.03548	1.75651	1.77503	1.46353	1.82594
TRIM46	1.85003	1.86105	1.81696	1.72704	1.42238	1.75585	1.93131	1.78504	1.84557
LRRC8C	2.00878	1.95211	2.05785	1.89017	1.595	1.85342	1.72836	1.89039	1.84366
STK16	1.86822	1.82613	1.91874	1.81625	1.90587	1.90115	1.83118	1.88347	1.87514
SEMA5A	2.07734	1.82629	1.8	1.79131	1.67419	1.71627	2.01351	1.91396	1.79553
RHBDL2	1.82433	2.07485	1.97071	2.08092	2.2973	2.07352	1.83143	1.34382	1.81583
ABCC1	1.67098	1.7588	1.81583	1.69652	2.04556	1.7421	1.7055	1.69429	1.8725
ZNF518B	1.88869	1.87192	1.85504	1.78597	1.88712	1.68644	1.71162	2.05231	1.82579
ADAM28	2.07163	2.4849	1.97047	1.85129	1.32064	1.48828	2.00456	1.52767	2.107
C6orf114	1.90065	1.92923	1.83889	1.73193	1.8775	1.82977	1.71074	1.79483	1.6762
UBA7	1.62102	1.56269	1.67446	1.6775	2.15794	1.54631	1.98879	1.66534	1.85886
LOC63920	2.13004	2.01192	1.91136	1.8678	1.73727	1.96862	1.90622	1.85789	1.90141
VAMP5	1.28891	1.23565	1.2011	1.85401	2.00841	1.75629	1.62005	1.70064	1.30952
ITGB5	1.55773	1.551	1.85224	1.69521	2.73466	1.47004	1.79922	1.62343	1.94963
TMLHE	1.77988	1.77433	1.99629	1.75147	1.94116	1.77015	1.8013	1.8432	1.7438
C2orf27	2.20435	2.30296	1.91155	1.96704	1.28355	1.84023	1.66145	1.86551	1.56081
ZNF274	1.93327	1.69814	1.73949	1.77276	2.04157	1.95709	2.00133	1.69458	1.78226
KIAA1602	1.49464	1.35541	1.86382	1.80642	2.20986	1.66203	1.79595	1.58642	1.80281
MYH11	1.40975	1.7468	1.77276	1.39978	2.16799	1.68446	1.42496	1.36415	1.68396
S1PR5	2.20745	1.61195	2.23295	1.91016	1.7892	1.95551	1.99504	1.17447	2.07932
SLC9A8	1.78091	1.85285	1.85092	1.93327	1.87731	1.76657	1.94008	1.73589	1.80722
ORMDL2	1.79776	2.00502	1.71905	1.77568	2.19692	1.87229	1.77359	1.92976	1.70358
C10orf57	1.82531	1.94272	1.66324	1.86001	1.6962	1.96066	2.03529	1.82462	1.83775
SOX13	1.47422	1.53603	1.85828	1.53275	2.35146	1.60248	1.7189	1.44115	1.85828
RAVER1	1.46773	1.64778	1.8525	1.79904	2.23858	1.86934	1.87382	1.8	1.96563
LEPREL2	1.45797	1.49297	1.64072	1.61812	2.13189	1.44178	1.66203	1.61768	1.75712
ZNF830	1.87349	1.83287	1.8471	1.73589	1.65105	1.80598	1.82334	1.89933	1.77276
C19orf25	1.65292	1.67311	1.75822	1.69885	2.20314	1.75904	1.84534	1.96409	1.93159
CYP4F11	1.43919	2.02363	1.31618	2.1687	1.89246	2.09343	1.8307	1.96122	1.82872
CD34	1.68973	1.5391	1.7699	2.1356	2.43208	2.0647	1.44415	1.90405	1.41459
CREM	1.74078	1.88929	1.89363	1.69367	1.86551	1.65393	1.6321	1.86729	1.79797
TEP1	1.52099	1.27193	1.88019	1.70658	2.42888	1.65923	1.63227	1.64086	1.86105
LOC407835	1.53532	1.69257	1.62557	1.68242	1.60959	1.76578	1.8045	1.99721	2.09751
RPL23A	1.88061	1.76551	1.78556	1.88226	1.64757	1.8814	1.89905	1.87868	1.92765
UNKL	1.7085	1.73701	1.64086	1.81744	1.96953	1.71967	1.95472	1.85299	1.88929
OAS1	0.843135	0.8695	1.33541	1.187	1.0226	0.673879	1.48447	1.24013	1.25096
ST3GAL2	1.87477	1.566	1.80049	1.53209	2.13937	1.65105	1.81666	1.87495	1.84858
KHDC1	1.94063	1.98797	1.97285	1.7421	1.39613	1.7997	2.00241	1.86756	1.8814
SYS1	1.87825	1.75486	2.00633	1.85373	1.92324	1.73565	1.65507	1.8434	1.8499
PPAPDC3	1.72836	1.68051	1.97869	1.70832	1.77988	1.64476	1.84926	1.97122	1.94877
SLC39A8	1.95526	1.74977	1.87646	1.88387	1.7009	2.06411	1.66988	1.64103	1.79345
FUK	1.67824	1.56016	1.7947	1.78744	1.98688	1.69429	1.85941	1.89347	1.8891
CALCRL	1.82414	1.94386	1.82758	1.96797	1.70064	1.66685	1.9511	1.80217	1.77893
NUP62	1.7421	1.80423	1.7421	1.70873	1.88648	1.81252	1.88869	1.85941	1.82613
SLC45A4	1.62482	1.56722	2.03591	1.46725	2.11439	1.54873	1.72729	1.93282	1.91195
C22orf29	1.78066	1.88001	1.8688	1.6854	1.82977	1.77183	1.85092	1.88102	1.81997
GNA14	1.6147	1.88278	1.73612	1.63124	2.02799	2.26968	1.91396	2.02836	1.85554
ZFP161	1.96751	1.81997	1.81979	1.78535	1.5689	1.84826	1.87108	1.717	1.89104
ZNF282	1.55077	1.56698	1.81354	1.85178	1.89822	1.7158	1.94679	1.82673	1.87108
CCDC126	2.01809	2.00818	1.83193	1.81583	1.37587	1.89999	1.8353	2.05635	1.75822
MEN1	1.78724	1.67349	1.8045	1.78988	1.92236	1.81433	1.86958	1.84465	1.74049
ZNF44	1.7699	1.76257	1.67311	1.76678	1.90115	1.90485	1.86071	1.69953	1.51448
NSUN5C	1.52944	1.81379	1.74027	1.76953	1.58673	1.65292	1.75355	1.78226	2.35222
RAD17	2.17851	2.0628	1.91575	2.06644	1.58744	1.98539	1.70001	1.82301	1.62102
VPS37B	1.62395	1.61859	1.69857	1.75233	2.1102	1.80489	1.91171	1.75173	1.80469
EPSTI1	1.34021	1.6842	1.50249	1.89629	1.6098	1.54459	1.71326	1.50412	1.70681
ABHD4	1.63374	1.59321	1.68076	1.89999	2.62576	1.90808	1.89559	1.78685	1.78182
SH3RF3	1.39257	1.45321	1.66397	1.91767	2.2185	1.63419	1.81089	1.63303	1.99462
CCDC123	1.66341	1.56673	1.66593	1.72796	2.18197	1.7713	1.64191	1.70499	1.69045
S100A10	1.49261	1.40706	1.3434	2.14637	2.24535	2.22519	1.50529	2.11746	1.43427
PAXIP1	1.92464	1.8179	1.84926	1.80661	2.00633	1.80188	1.69346	1.66382	1.74314
SGMS2	1.79658	1.53015	1.92262	1.82814	2.55361	1.80825	1.63197	1.44393	1.84388
SPR	1.73482	1.41626	2.2956	1.47969	2.53286	1.54143	1.44393	1.84504	2.00304
HIST1H4F	1.81846	2.45051	1.9901	1.37411	0.973632	1.83024	1.17551	2.0559	0.939932
NT5E	2.04454	1.76922	1.7493	1.80722	1.88929	1.98663	1.82372	1.40999	1.83563
ZNF488	2.07049	1.75693	2.18608	1.83011	1.61436	1.50268	2.05635	1.70309	1.89803
UBE2T	2.23395	2.02438	1.84677	1.81867	0.456531	1.97736	1.81583	2.15837	1.46398
ADAL	1.56197	1.78344	1.45446	1.60775	1.79658	1.96953	1.83963	1.91261	1.7055
C4orf43	1.91624	2.05832	1.78043	1.80539	1.10696	1.88019	1.97389	1.8846	1.76479
EPHB1	1.8671	1.71967	1.81894	1.61647	1.93718	1.62656	1.82462	1.66775	1.93407
RPUSD3	1.72097	1.79658	1.86586	1.629	1.96993	1.83686	1.71109	1.98046	1.72097
TTC9	2.09764	1.90884	1.86105	1.65662	1.63279	1.69799	1.65566	2.05361	1.68626
PA2G4P4	1.90092	1.74567	1.77073	1.7957	1.46796	1.80558	1.95988	1.9448	1.72163
ZFP112	1.90808	1.78363	1.77359	1.93488	1.59796	1.81282	1.70106	1.7646	1.60203
C17orf48	1.83287	1.93679	1.76768	1.97329	1.67997	1.77749	1.96091	1.74828	1.74648
RAD18	1.94039	1.92063	1.59343	1.86551	1.56772	1.83756	1.86478	1.76854	1.62266
PDP2	1.92387	1.78577	2.08106	1.70531	1.86633	1.72545	1.69934	1.90485	1.77795
NR1I3	1.93465	1.77015	1.93859	1.64613	2.21893	1.87495	1.60203	1.96041	1.65706
KIAA0922	1.68688	1.87146	1.92605	1.9135	1.89428	1.80884	1.74116	1.58703	1.71672
LGR5	2.20214	1.87731	2.11852	2.27301	1.6968	1.78755	1.79395	1.34301	1.82121
DTWD2	1.95341	1.83216	1.6784	1.93424	1.15971	1.99388	2.06492	1.77415	1.82738
ATOX1	1.8846	1.91084	1.90884	1.90202	1.46488	1.9171	1.85285	1.70358	1.68756
PAP2D	1.90768	2.09615	1.7772	1.77488	1.21499	1.68465	1.87846	1.97365	1.59832
EIF4EBP3	1.47129	1.76279	1.85989	1.92236	2.13043	1.77035	1.82223	1.48356	1.87229
JPH1	1.88736	1.94296	1.74828	1.53831	1.33935	1.68596	1.85373	2.12073	1.80681
KIAA0574	1.74049	1.69045	1.72906	1.83305	1.8255	1.8145	1.84465	1.9921	1.78882
ORAOV1	1.69429	1.64997	1.86662	1.79083	2.23108	1.73351	1.5806	1.70581	1.89822
PRDM5	1.98623	1.94906	1.60547	1.83664	1.70499	1.78378	1.86633	1.74116	1.72796
TRIM41	1.6842	1.57018	1.72885	1.80299	2.25412	1.65977	1.69507	1.58406	1.68446
ITGB3BP	1.82673	1.70681	2.00979	1.98919	1.97047	2.14008	1.55212	1.94906	1.36664
ZNF778	1.91731	1.80951	1.9086	1.87322	1.93465	1.72996	1.58622	1.70204	1.77988
ZNF862	1.67775	1.67485	1.76405	1.77964	2.05932	1.70358	1.79214	1.74522	1.87094
RTN4RL2	1.38708	1.42952	1.65192	1.71031	2.31434	1.95143	1.8525	1.59782	1.75629
TFEB	1.73701	1.53932	1.87908	1.86105	2.17917	1.75973	1.89859	1.45883	1.90179
ENOX2	1.91084	1.80329	1.98709	2.12629	1.39736	1.76596	1.84023	1.76479	1.70975
AMY1C	2.05157	2.22536	1.41732	2.00166	0.919116	1.90223	2.12683	1.91155	1.55684
KANK2	1.59131	1.67126	1.81666	1.58237	2.4744	1.63671	1.64908	1.51032	1.85019
ENTPD1	1.90115	1.86862	1.87868	1.77988	1.94768	1.81073	1.74414	1.8145	1.80153
C20orf27	1.77153	1.75147	1.64588	1.65266	1.97577	1.80239	1.96447	2.00206	1.7463
CDK6	1.84366	1.57861	1.95437	2.01766	1.89363	1.7605	1.78378	1.69597	1.83793
CTTNBP2NL	1.7468	1.88158	1.72621	1.79285	1.85504	1.78708	1.76195	1.88121	1.78043
DNALI1	1.8918	1.80217	1.90092	1.76405	2.02438	1.59079	1.87229	1.85316	1.9149
PDIK1L	2.10256	2.0618	1.75147	1.89428	1.12551	1.8671	1.74357	1.96684	1.68102
C2orf13	1.85554	1.51303	1.67419	1.85476	2.0666	1.75512	1.90502	1.63531	1.78724
QRSL1	2.03486	1.83099	1.86633	1.88347	1.69909	1.76629	1.83384	1.87576	1.69698
ZNF665	2.12749	1.71459	1.78636	2.02016	2.19387	1.9175	1.37231	2.00592	1.8179
SNHG11	2.05804	2.15126	1.70993	1.83545	1.58769	1.90285	1.93635	1.58673	1.63279
ZNF555	2.00345	1.91335	1.84288	1.94272	1.55442	1.9542	1.7235	1.76613	1.71864
SYCE1	2.22782	1.45883	1.64816	2.04157	1.22135	1.92745	2.08895	1.8891	1.56792
IFRD2	1.88929	1.63796	1.80086	1.78636	2.07115	1.77626	1.57334	1.84148	1.96012
NRP1	1.65105	1.72005	1.66067	1.73148	1.6072	1.9409	1.65724	2.14462	1.79421
LYN	1.48483	1.8045	1.75859	1.90569	1.89104	1.74546	1.7814	1.87794	1.9085
WDR24	1.51861	1.63486	1.77749	1.72836	2.16142	1.83428	1.7282	1.74093	1.95878
NOTCH3	1.39047	1.52253	1.89753	1.43114	2.20467	1.80801	1.72563	1.5736	1.80539
C9orf37	1.60001	1.51632	1.83442	1.81696	2.10544	1.60775	1.95694	1.63872	1.92706
AOAH	1.81822	1.80681	1.7022	1.91224	1.62177	1.55752	1.80299	1.68465	2.03169
U2AF1	1.84769	1.90027	1.94877	1.97627	1.78319	1.85828	1.84752	1.78535	1.76824
MTHFS	1.76318	1.87309	1.79013	1.95124	1.92878	1.82334	1.8292	1.58859	1.53474
FBXL18	1.5585	1.63374	1.92407	1.5751	1.92745	1.75693	1.94895	1.89124	2.01642
SIPA1	1.34772	1.35104	2.0086	1.85554	2.3263	1.56617	1.70145	1.59131	2.07033
TMEM80	1.41413	1.68363	1.52767	2.09601	2.05804	1.79797	1.93282	1.65662	1.70499
TBC1D22B	1.94023	1.64561	1.90808	1.69308	1.7713	1.74444	1.66534	1.83384	1.70244
GTF2H2B	1.72729	1.70959	1.84127	1.45979	2.07529	2.01281	1.7327	0.950433	1.25901
RNF166	1.81696	1.41194	1.68363	1.76004	1.94999	1.7438	1.77926	1.73543	1.69953
TMEM8	1.46113	1.47662	1.82713	1.54778	2.27852	1.70145	1.79154	1.86058	1.96427
SPEF2	1.76479	1.69953	1.78906	1.7903	1.52009	1.88844	1.82301	1.8141	1.7561
TMEM163	2.03465	1.8846	1.88844	1.63948	0.916609	1.67569	1.71221	1.97309	1.75289
CDKN2AIPNL	1.93046	1.9751	1.87322	1.69766	1.27967	1.67866	1.89678	2.03837	1.64795
L3MBTL3	1.98162	1.75651	1.87935	1.73442	1.56698	1.88797	1.70175	1.79701	1.65448
DNA2	1.94364	1.58237	2.12875	1.6793	2.19767	1.64778	1.42525	1.63671	1.82673
LRFN4	1.67663	1.38876	1.71555	1.71378	2.16924	1.71652	1.7493	1.67705	1.97905
CBWD6	1.70658	2.29543	1.69953	1.68554	1.49436	1.90065	1.67467	1.63845	1.49679
TMEM117	2.06786	1.82789	1.91767	1.87291	1.3118	1.95403	1.72427	1.73427	1.70993
MESDC1	1.69934	1.69934	1.73248	1.69978	1.95813	1.82433	1.80842	1.78895	1.90306
C17orf71	1.96165	1.96953	1.91923	1.74977	1.48659	1.88202	1.80576	1.85401	1.71304
ABCC10	1.60616	1.5753	1.85178	1.74402	1.88556	1.71162	1.735	1.68154	1.83408
DAB1	1.70721	1.91016	1.64561	1.5408	1.48483	1.72885	1.79904	1.75201	1.67775
HIRIP3	1.84797	1.85941	1.74473	1.81675	1.93488	1.85431	1.85828	1.63585	1.64191
ADPGK	1.99646	1.86276	1.75015	1.91	1.75233	1.8775	1.78293	1.82738	1.64816
TESK2	1.90384	1.69484	1.86822	2.04304	1.84023	2.13317	1.87698	1.44023	1.67055
C1orf84	1.71923	1.61144	1.68242	1.79272	1.97265	1.78504	1.85969	1.69045	1.95988
LOC649946	1.85452	1.95621	1.6733	2.12056	1.86276	1.80842	1.86033	1.51632	1.8371
ZRSR2	1.62859	1.62656	1.70499	1.68051	2.41771	1.81049	1.59065	1.4667	1.68201
SNORA7B	1.45592	1.6098	1.35303	1.49416	1.45095	1.5147	2.03997	1.89308	2.00557
IPP	1.86478	2.01809	1.594	1.8499	1.74078	2.01971	1.9203	1.89104	1.68154
SH3PXD2B	1.68902	1.33574	1.8814	1.78577	2.37123	1.97828	1.73523	1.50063	1.75033
KCNIP3	1.65836	1.49373	1.77195	1.66425	1.91084	1.54062	1.83922	1.74049	1.82977
SNORA71A	1.36769	1.13412	1.37631	0.970303	1.27944	0.850222	2.34877	2.63128	1.66509
GDF11	1.51065	1.26116	1.87477	1.56081	2.61525	1.55548	1.57677	1.39767	2.06588
KIAA0754	1.57612	1.57383	1.69521	1.83686	2.15089	1.86001	1.70131	1.52615	1.75693
SLC29A2	1.46641	1.47004	1.62944	1.54459	2.33423	1.46414	1.52665	1.63019	1.93085
KCTD5	1.85431	1.78946	1.83507	1.89285	1.98162	1.96751	1.77626	1.70975	1.74027
KPTN	1.72796	1.31696	1.94236	1.67903	2.2861	1.44749	1.50549	1.66988	1.78895
SNORA71D	1.26652	0.331329	0.980932	0.970875	0.938553	1.28979	2.70946	2.46234	2.50243
SEC24D	1.85929	1.71652	1.78319	1.8525	1.43539	1.7982	1.69308	2.05268	1.71724
PPRC1	1.71988	1.78724	1.85554	1.78755	1.95889	1.75859	1.65105	1.74648	1.76447
C19orf20	1.64561	1.62325	1.86909	1.98496	1.46819	1.7235	1.88409	1.88019	1.73745
ADCY7	2.02997	1.65141	1.73677	1.66593	2.20814	1.46049	1.88797	1.73776	1.88497
SHISA5	1.76125	1.58081	1.65328	1.69149	1.98879	1.97905	1.59041	1.95018	1.88776
GLT8D4	2.06148	1.9128	1.71652	1.74009	1.75538	1.97444	1.91528	1.70001	1.99309
C8orf41	1.92363	1.96427	1.87398	1.89124	1.43625	1.83775	1.83216	1.96165	1.65961
SF3B4	1.78113	1.98002	1.66896	1.88628	1.93327	1.97488	1.52063	1.67997	1.61631
C14orf147	2.01564	1.8927	1.77433	1.87698	1.67545	2.02799	1.77856	1.98276	1.88202
C1orf113	1.32366	1.59587	1.45653	1.62227	1.67055	1.52305	1.69257	1.55168	1.86862
GTF2IRD1	1.48067	1.64476	1.77702	1.67245	2.06259	1.73677	1.72236	1.51123	1.78166
HIST1H2BN	1.98088	2.01166	1.53974	1.61452	0.892774	1.963	2.2008	2.17322	1.73975
PCDHB14	1.84732	1.78906	1.8349	1.85886	1.52193	1.79445	1.85383	2.05425	1.7414
ZCWPW1	1.8349	1.76028	1.78182	1.92533	2.1337	1.76075	1.56269	1.49998	1.78597
HVCN1	1.55461	1.54062	1.75289	1.97389	2.92684	1.61082	1.66798	1.45045	1.68271
TAF4B	2.01982	2.06307	1.91195	1.71304	1.37775	1.82484	1.70581	1.92045	1.63948
KIAA1407	1.76172	1.84366	1.35043	1.81506	1.62917	1.8119	1.78204	1.54438	1.71326
SEMA3E	2.17018	1.44088	1.87447	2.01151	0.803541	1.96845	1.42477	2.26423	1.61677
PAPD5	1.88885	1.83563	1.88181	1.79256	1.73168	1.74093	1.69175	1.92236	1.68465
FOXP2	2.03978	1.76768	1.68271	1.90884	1.08278	1.76004	1.81675	1.96602	1.76922
OGG1	1.65426	1.66775	1.88648	1.73168	2.01098	1.71221	1.82069	1.80167	1.74444
CTXN3	2.24053	2.44688	1.74701	1.26066	0.563051	1.33002	1.33604	2.25211	1.30579
ZNF329	1.9455	1.84901	1.75801	1.74807	1.75441	1.78826	1.61697	1.87731	1.63019
