id	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
SNORD115_16	0.837141	1.41459	2.01544	1.95272	1.82695	1.47841	1.53881	1.40051	1.64086	1.65796	2.38234	1.3434	1.47349	1.17275	0.894799	2.23517	1.67126
WIBG	1.70448	1.41732	1.53576	1.63845	1.30713	1.87129	1.91553	1.86822	1.78988	1.75734	1.70701	1.64086	1.08358	1.79058	1.79744	1.67824	1.53321
PCDHA6	1.64795	1.3434	1.57944	1.91315	1.23662	1.84657	1.88323	1.92087	1.69096	1.81354	1.63933	1.64908	1.2394	1.70499	1.62607	1.69814	1.59708
ISYNA1	1.01442	2.15714	1.39257	1.82738	2.28072	1.80153	1.67685	1.45095	1.21926	1.31381	1.68446	1.39122	2.07244	1.24971	1.55597	1.58344	1.70832
CYP1B1	1.32322	0.752288	0.943222	1.11078	2.7961	2.89361	1.36832	1.28891	1.28979	1.47495	1.2653	1.54508	1.24013	1.6072	1.06869	1.78344	1.27125
GPT	1.29605	2.71379	1.8292	1.51839	1.76504	1.39831	1.4377	1.57427	1.3004	1.32366	1.3485	1.55893	1.8141	1.36277	1.70975	1.26268	1.89753
NCBP2	1.30305	0.755712	1.65162	1.69652	1.6892	1.36862	1.80801	1.87811	1.89081	1.79512	1.36549	1.62246	1.35673	2.05299	1.84366	1.64636	1.86306
COX17	1.937	1.11512	1.55252	1.79345	1.79013	1.70001	1.57721	1.39891	1.88482	1.95313	1.82191	1.54663	1.35572	1.75841	1.50656	1.61932	1.62158
P2RY14	1.63774	0.896912	1.93131	1.38913	1.87349	1.6609	1.67642	1.70399	1.46615	1.64496	1.688	1.66477	1.92211	1.53603	1.6173	1.6553	1.85805
COL28A1	1.72518	2.36362	1.86756	1.8371	1.6788	1.27387	1.40591	1.72563	1.40732	1.50114	1.74116	1.54306	1.53188	1.43382	1.93104	1.68292	1.01834
PHC1	1.62519	1.71627	1.81167	1.60698	1.61082	1.48424	1.73482	1.73745	1.74456	1.74188	1.65767	1.76218	1.6023	1.68999	1.53262	1.63609	1.58953
FAM161A	1.7022	2.13189	1.61915	1.65796	1.51682	1.56107	1.61516	1.70873	1.76703	1.62917	1.65943	1.55415	1.51197	1.74766	1.71652	1.53438	1.56377
SHF	1.63653	2.00098	1.73612	1.65633	1.5195	1.73827	1.69934	1.48185	1.62246	1.53707	1.58722	1.50044	1.72144	1.63279	1.73442	1.75651	1.65595
DNAJC24	1.73827	1.17718	1.6084	1.63948	1.48092	1.60001	1.8216	1.76768	1.92276	1.82836	1.71518	1.70959	1.3562	1.7957	1.63845	1.71967	1.5469
MAFG	1.58192	1.6775	1.58833	1.52918	1.81769	1.62692	1.86306	1.76294	1.57061	1.64122	1.69275	1.5683	1.96394	1.40706	1.6084	1.6788	1.62788
FBXW8	1.65767	2.21948	1.79272	1.62434	1.66019	1.45417	1.46001	1.57889	1.60366	1.60679	1.53188	1.68363	1.6568	1.61647	1.72545	1.60267	1.63704
SLC46A3	1.6788	1.01052	1.62005	1.69217	1.4932	1.94023	1.60936	1.54761	1.89308	1.77893	1.83793	1.65122	1.65209	1.82579	1.62227	1.56772	1.53678
CCDC39	1.72005	1.83963	1.69017	1.51147	1.25222	1.79553	1.6609	1.70023	1.7826	2.07033	1.75841	1.52725	1.25075	1.57762	1.50495	1.7947	1.64977
TIMP4	1.77073	1.41779	1.94597	1.55373	1.78043	1.79728	1.53086	1.74267	1.3077	1.61549	1.15803	1.8427	1.94335	1.36415	1.81282	1.53758	1.73866
TMEM116	1.65328	1.29013	1.72005	1.87382	1.78344	1.47495	1.66145	1.5439	1.75117	1.6962	1.49261	1.58931	1.81997	1.73803	1.76972	1.61549	1.62482
FLRT1	1.62395	2.09644	1.53275	1.66868	1.82594	1.29545	1.83545	1.46429	1.64778	1.55077	1.60738	1.63515	1.7189	1.64887	1.76596	1.50828	1.66164
KREMEN1	1.49287	1.56329	1.6098	1.44884	1.97602	1.54564	1.44977	1.65881	1.42081	1.61984	1.50495	1.53662	2.27804	1.60398	1.73677	1.71343	1.69934
SH3TC2	1.74495	1.54821	1.32845	1.73082	2.03677	0.766149	1.64403	1.12362	2.13102	1.45524	1.99034	1.84072	1.74473	1.7468	1.58859	1.1384	1.7772
SULF1	1.73909	1.56406	1.52838	1.66224	1.87398	1.82758	1.65836	1.72679	1.77605	1.53275	1.56016	1.80558	1.19064	1.65836	1.60001	1.8525	1.55353
PCDHGA10	1.61388	2.07244	1.7414	1.59813	1.89822	1.29702	1.50803	1.42264	1.48699	1.50188	1.65039	1.47323	2.11322	1.67467	1.4715	1.63732	1.73523
SELPLG	1.89753	1.45862	1.12134	2.20584	1.65817	1.8216	1.12698	1.79234	1.67997	1.55252	2.23565	1.55707	1.28118	1.39279	1.52519	1.51197	1.64858
HBEGF	1.57579	1.90285	1.57644	1.44825	1.7282	1.31436	1.43649	1.66661	1.86934	1.66719	1.60679	1.79944	1.71162	1.8074	1.93238	1.38898	1.59261
KEL	1.51123	2.99397	1.30282	1.48659	1.57628	0.622709	1.45862	1.17551	1.58722	1.32978	1.67098	1.45095	2.16809	1.79758	1.13048	1.29466	1.40799
RCCD1	1.50389	2.05384	1.86958	1.63653	1.58167	1.68242	1.82462	1.57677	1.61109	1.52181	1.7142	1.57241	1.5485	1.59708	1.61004	1.79445	1.42726
SNORD4B	1.77795	0.022166	1.84901	2.16953	2.04988	1.43964	1.32845	0.523998	1.83775	1.21016	1.5439	1.53952	2.51498	1.49212	1.76551	1.12095	1.60661
GPR85	1.57041	1.08328	1.44347	1.61327	1.33002	1.89629	1.98176	1.55168	1.90274	1.65472	1.65426	1.68306	1.32115	2.20861	1.43382	1.80086	1.51978
KIAA1609	1.73745	1.88497	1.75651	1.5843	1.42305	1.8327	1.77488	1.73427	1.4917	1.75396	1.56485	1.61082	1.42873	1.69581	1.54459	1.80489	1.53758
VILL	1.51197	2.25497	1.89678	1.68292	1.45702	1.57174	1.82273	1.70175	1.30089	1.59515	1.33401	1.46641	1.81252	1.33476	1.87006	1.57698	1.60073
CEMP1	1.66868	2.26539	1.74807	1.46092	1.62519	1.54143	1.63754	1.50859	1.48256	1.55824	1.65566	1.64333	1.83339	1.42892	1.76004	1.45501	1.64636
UBE2CBP	1.69978	1.0172	1.73406	1.65745	1.38685	1.72591	1.86001	1.66955	1.79553	1.69233	1.79131	1.69257	1.24276	1.75015	1.63169	1.84388	1.68875
SLC25A33	1.85285	1.05555	1.65363	1.41606	1.45321	1.78012	1.71056	1.77585	1.83812	1.92624	1.76294	1.80965	1.57489	1.60868	1.74879	1.2865	1.56107
MS4A6A	1.14266	0.9769	0.9195	1.28611	1.95663	3.04002	0.550333	0.890406	1.06497	1.99263	1.42264	1.57579	1.72774	1.41803	1.55005	1.7903	1.58449
IL1RAP	1.78556	1.21483	1.7646	1.51314	1.51425	1.94313	1.8434	1.63197	1.7055	1.82243	1.56269	1.6788	1.17679	1.68973	1.68596	1.78556	1.6321
WDR81	1.45716	2.13776	1.57815	1.58642	1.86822	1.60416	1.4872	1.69978	1.33227	1.37133	1.68859	1.56502	2.0247	1.52485	1.63872	1.59548	1.71359
HCK	1.66288	1.67949	1.02984	1.20064	1.60868	2.68792	0.727356	1.40286	1.15088	1.59684	1.49604	1.89977	1.56329	1.46725	1.58656	1.89977	1.89147
IHPK3	2.04172	1.71806	1.20752	2.07506	2.02244	0.725443	1.16094	1.4698	1.87811	1.11658	2.0143	2.0687	1.9453	1.30808	1.38219	0.897272	1.74473
PI16	1.65417	1.79013	1.78226	1.83581	1.58722	1.20476	1.21263	1.31218	1.58673	1.89199	1.62026	1.97795	1.73949	1.469	1.96563	1.45979	1.66145
ESRRG	1.75651	1.54778	1.58041	1.62633	1.15145	1.83243	1.96976	1.7189	1.9793	1.87108	1.84023	1.39186	1.17957	1.67918	1.43356	1.64858	1.67311
C14orf169	1.56856	2.10544	1.57721	1.76358	1.50027	1.594	1.57579	1.66113	1.62434	1.6568	1.659	1.60661	1.8045	1.60267	1.59944	1.56016	1.62579
SPATA5	1.68519	1.85862	1.58449	1.76703	1.60457	1.55597	1.64711	1.61286	1.73248	1.60295	1.6624	1.63347	1.59193	1.62832	1.59782	1.7189	1.70261
NUDT1	1.7556	1.84939	1.63439	1.5847	1.40771	1.84534	1.59832	1.52036	1.91806	1.3639	1.53321	1.82646	1.65266	1.65961	1.77988	1.65426	1.43264
PLXDC1	1.47037	2.45983	1.81433	1.68021	1.32064	1.55575	1.86457	1.62325	1.5421	1.44724	1.56673	1.39791	1.76218	1.60698	1.32017	1.67419	1.55187
SVEP1	2.09565	2.247	1.54631	1.50859	1.34072	1.2732	1.72796	1.84212	1.68396	1.63398	1.59515	1.75033	1.13528	2.11184	1.49656	1.39186	1.07567
SRrp35	1.75396	1.0894	1.55295	1.50887	1.30808	1.76641	1.92125	2.06291	1.77926	1.80239	1.58769	1.59261	1.27546	1.66971	1.67513	1.88736	1.53086
PGPEP1	1.5063	1.65923	1.63038	1.60479	2.14316	1.47704	1.54002	1.60936	1.42612	1.53952	1.65595	1.51344	2.0691	1.40629	1.67419	1.58789	1.76897
TNNT1	1.36713	1.32181	1.65062	1.87514	1.83775	1.95813	2.08761	2.08126	0.812421	1.6321	1.30617	1.48424	1.36024	1.49297	1.91637	1.47604	1.64541
MORC4	1.67164	2.27867	1.59109	1.44023	1.9653	1.18499	1.51398	1.46157	1.4932	1.43867	1.74977	1.76613	2.07698	1.58498	1.47949	1.39949	1.49436
COPZ2	1.20786	1.44825	1.21066	1.62395	1.97577	1.65566	1.72114	1.32727	1.57427	1.52466	1.72729	1.97034	1.92125	1.67098	2.17869	1.60366	1.08249
JAGN1	1.76405	0.66912	1.53321	1.65961	1.63515	1.96447	1.81867	1.72198	1.63872	1.74721	1.7903	1.66341	1.37077	1.64045	1.67055	1.82579	1.50412
RAP2B	1.74807	1.0596	1.60738	1.48041	1.35366	1.96729	1.80167	2.08483	1.71486	1.85079	1.59796	1.62579	1.32465	1.63774	1.65209	1.70635	1.50656
TXNDC6	1.84096	1.56916	1.71287	1.71905	1.37458	1.77359	1.70618	1.84023	1.65448	1.77213	1.38898	1.58656	1.51425	1.62197	1.72679	1.62499	1.63374
TTC26	1.59944	2.00241	1.74586	1.8349	1.48447	1.58805	1.61497	1.49949	1.69978	1.84442	1.67467	1.61549	1.51615	1.64072	1.48237	1.65162	1.52543
LOC338799	1.40614	1.69122	1.69909	1.88648	2.05252	1.38791	1.49776	1.44977	1.43842	1.4698	1.6788	1.58601	2.02489	1.49416	1.58931	1.4868	1.89199
HDHD1A	1.67419	1.41073	1.65633	1.86478	1.49117	1.98023	1.76257	1.41606	1.59755	1.50887	1.76953	1.55664	1.51814	1.69275	1.47275	1.72066	1.8141
RILP	1.42525	2.1293	1.66177	1.80423	1.77213	1.65448	1.66896	1.84973	1.29065	1.62788	1.50078	1.3204	1.65633	1.6534	1.6775	1.60661	1.57142
DOCK8	1.6892	2.47634	1.17319	1.59131	1.79512	2.25868	0.901498	1.39122	1.47176	1.50803	1.58931	1.71787	1.47634	1.31798	1.59014	1.52725	1.60584
PAK4	1.55077	1.97795	1.7499	1.70476	2.06492	1.37172	1.50044	1.30617	1.17656	1.41987	1.52379	1.48021	2.21214	1.65192	1.62482	1.62633	1.63585
C3orf34	1.49724	1.35483	1.45753	2.07715	1.39476	1.78279	1.83287	1.66798	1.64476	1.81392	1.98919	1.29488	1.77585	1.41258	1.19684	1.735	1.70448
HEBP1	1.67286	1.21777	1.60479	1.73975	1.74267	1.67775	1.50603	1.566	1.66164	1.67545	1.84072	1.8076	1.60054	1.75822	1.7158	1.48959	1.63063
ZNF498	1.69233	2.02876	1.73776	1.62482	1.51197	1.4958	1.60584	1.68902	1.68465	1.67918	1.62124	1.64233	1.51081	1.59642	1.68123	1.68756	1.55795
EVI2B	1.74314	1.7987	1.40975	1.51801	1.98088	1.59832	1.23662	1.5195	1.80598	1.77183	1.94451	1.8846	1.37114	1.48813	1.68487	1.45559	1.58265
C1orf159	1.52898	2.32578	1.76613	1.46704	1.18576	0.838	1.35789	1.69652	1.6173	1.71759	1.43867	1.38486	1.89	1.81822	1.8384	1.4893	1.95598
CCDC74A	1.43131	2.15359	1.91136	1.55893	1.71162	1.14803	1.57104	1.8525	1.23662	1.85843	1.53086	1.34795	1.71238	1.3779	1.7561	1.63561	1.81021
CASP2	1.65238	1.99974	1.62998	1.659	1.75033	1.58449	1.51167	1.56081	1.6793	1.70531	1.61768	1.58703	1.69066	1.59728	1.56141	1.5421	1.71652
ZNF688	1.4924	2.09893	1.5391	1.59684	1.735	1.59437	1.59293	1.68227	1.37834	1.35978	1.60295	1.63197	1.85914	1.65472	1.71287	1.62177	1.71536
SNAPC2	1.436	1.80619	1.51425	1.77585	1.42184	1.8076	1.65767	1.75201	1.37913	1.30216	1.8002	1.6773	1.7101	1.65724	1.84096	1.67245	1.64937
TM4SF1	1.65724	0.385402	1.23596	1.64685	2.95163	1.93613	1.24928	0.881098	1.18087	1.37723	1.37102	1.80951	1.77873	1.5751	1.28591	1.51682	1.7327
RHCG	1.80951	2.11165	1.91806	1.54036	1.6502	1.40168	1.7542	1.59854	1.43131	1.43156	1.47349	1.34021	1.82872	1.64256	1.68227	1.71238	1.43815
C1orf112	1.71806	1.50549	1.72217	1.74444	1.73427	1.27152	1.47004	1.50296	1.80281	1.69367	1.6775	1.87192	1.47863	1.64795	1.71459	1.57174	1.76099
FABP9	1.9908	0.0220125	0.488049	0.754608	1.54333	0.534987	2.08412	2.28936	1.32558	0.534619	1.53532	2.04823	0.545498	1.24013	2.14988	2.3723	2.29693
MBD6	1.51569	2.20423	1.76578	1.55393	1.97957	1.16425	1.30245	1.30808	1.4205	1.51104	1.55575	1.66616	2.1885	1.6018	1.7009	1.36862	1.59813
SMCR7	1.63671	1.70959	1.65662	1.68596	1.44023	1.65881	1.8419	1.75859	1.61265	1.57762	1.54737	1.551	1.58146	1.6842	1.78724	1.75712	1.54283
CAPN5	1.35063	1.7499	1.56561	1.68154	1.1384	1.72954	1.87935	1.8164	1.67286	1.52447	1.65551	1.52036	1.80513	1.69909	1.70358	1.79595	1.58406
GLP_1	1.10292	2.44807	1.90694	1.85805	1.79758	1.51104	1.33604	1.06809	1.3493	1.22327	1.64997	1.11883	2.08392	1.39476	1.54002	1.60036	1.82414
LOC100137047_PLA2G4B	1.16574	2.67369	1.84752	1.71056	1.6793	1.19738	1.38985	1.45716	1.31779	1.31677	1.60563	1.58192	1.90322	1.49976	1.52964	1.44441	1.59587
HTR3B	1.87129	1.20427	1.7561	1.8145	0.697393	1.69204	1.90884	2.17365	1.77195	2.14988	1.27599	1.41371	0.88645	1.49373	1.77685	1.74567	1.28809
SLC17A6	1.53557	0.600898	1.39736	1.6895	0.344164	1.91515	2.09764	2.33646	2.1128	1.89559	2.06126	1.21483	0.70694	1.54333	1.07808	1.96845	1.34685
LOC389813	1.22476	2.38348	1.96328	1.53438	2.03122	0.820928	1.17862	1.30579	1.07389	1.0911	1.41281	1.55773	2.52459	1.53135	1.70261	1.22744	1.63912
HBQ1	2.06981	1.4698	1.63144	1.25683	2.3675	1.09343	1.17679	1.36573	1.28328	1.25267	1.70399	0.920725	2.34319	1.61436	1.25851	1.93835	1.76551
CASP7	1.21957	1.58237	1.71923	1.39831	1.98323	2.06838	1.22116	1.28591	1.39071	1.40999	1.54459	1.73248	2.42006	1.35278	1.54631	1.57205	1.63439
TMEM93	1.65745	1.35655	1.495	1.69833	1.62411	1.89859	1.78473	1.63585	1.45934	1.81252	1.79595	1.70379	1.6733	1.52813	1.58833	1.72497	1.37261
GLT8D3	1.67183	1.00207	1.6553	1.46194	2.02087	1.6205	1.61436	1.52504	1.80642	1.82531	1.5755	1.67971	1.74949	1.64216	1.59981	1.65417	1.57762
FAM29A	1.73949	1.18465	1.62832	1.56306	1.65943	1.48659	1.5485	1.69581	1.90202	1.77749	1.63796	1.82673	1.49776	1.83287	1.69581	1.61047	1.49287
TTPAL	1.76629	1.17897	1.54761	1.54364	1.45592	1.67311	1.88427	1.87094	1.70531	1.78319	1.7118	1.54239	1.69652	1.60441	1.64045	1.69175	1.51344
MCAT	1.78279	1.49708	1.52447	1.75927	1.06497	1.73589	1.95988	1.90027	1.54459	1.66748	1.67918	1.59293	1.44223	1.70721	1.51246	1.81918	1.5694
PCBP3	1.62299	2.18911	1.41344	1.70244	1.09138	1.25566	1.7646	1.83165	1.56177	1.67971	1.48146	1.46049	1.60868	2.09615	1.58237	1.6023	1.59854
SMYD4	1.54873	2.03066	1.71359	1.64953	1.63609	1.50942	1.62005	1.63819	1.67349	1.66425	1.60755	1.50268	1.60755	1.6762	1.62434	1.67467	1.57815
C20orf46	1.67073	1.86306	1.78659	1.56812	1.32271	1.7814	1.87646	1.8013	1.57889	1.61348	1.63892	1.41966	1.27489	1.54002	1.69204	1.70379	1.72774
OGN	0.771576	0.21875	1.14144	0.617579	3.19906	2.61737	1.32603	1.04949	1.46332	2.00241	1.42102	1.1048	1.07695	0.99213	1.69746	1.34278	0.936674
SP100	1.61573	2.19387	1.25566	1.26046	2.34383	2.31993	1.08136	1.41235	1.29393	1.39662	1.47469	1.6179	1.8074	1.26905	1.4245	1.3779	1.62967
POLG2	1.59587	2.08723	1.53758	1.61265	1.78755	1.39852	1.48659	1.43356	1.64403	1.45417	1.70131	1.68102	2.26315	1.63253	1.56617	1.42952	1.2098
THNSL1	1.73644	0.871792	1.5492	1.60295	1.10292	1.7461	1.89629	1.75904	2.07228	1.82503	1.73657	1.55965	1.19738	1.78882	1.68825	1.79797	1.45095
ZNF777	1.64887	2.1687	1.59131	1.54264	1.36415	1.41987	1.57861	1.95878	1.5339	1.50915	1.52355	1.57612	1.70701	1.61172	1.68178	1.70244	1.63754
KIAA1211	1.70919	1.67183	1.55645	1.59572	1.60203	1.77568	1.58656	1.86354	1.68487	1.65122	1.63515	1.52543	1.74267	1.57241	1.55055	1.68363	1.55624
TACC2	1.54585	2.5365	1.67513	1.67793	1.55295	1.37604	1.6733	1.68738	1.59684	1.63988	1.59854	1.41216	1.3635	1.47294	1.53678	1.47909	1.62227
LOC388955	1.73101	1.11466	1.53487	1.56197	1.46375	2.17075	1.91923	1.82484	1.52504	1.66177	1.59728	1.49708	1.49976	1.59782	1.64496	1.81021	1.40999
OPLAH	1.38332	2.41299	1.62519	1.71864	1.67229	1.05109	1.39476	1.60036	1.48761	1.52767	1.41519	1.64561	1.7903	1.80106	1.70815	1.34072	1.74166
NR2C2AP	1.47733	1.48547	1.64122	1.79445	1.5492	1.7463	1.82037	1.54984	1.69833	1.6205	1.48356	1.51722	1.66971	1.59014	1.77827	1.75512	1.68178
CRB1	1.62707	1.31723	1.82531	1.48296	1.80188	1.51892	1.65105	1.52543	1.63303	1.64664	1.51978	1.86033	1.5961	1.75256	1.63515	1.60616	1.77534
ZNF828	1.66019	1.68242	1.65292	1.54737	1.40748	1.5416	1.64256	1.69096	1.7009	1.85736	1.71287	1.69017	1.51448	1.90522	1.65595	1.60805	1.37701
METTL4	1.71864	1.04521	1.56463	1.55212	1.65292	1.83099	1.69458	1.54564	1.64191	1.66362	1.89162	1.70416	1.73565	1.65662	1.54873	1.65328	1.61305
TRMT5	1.64233	1.1184	1.73677	1.56245	1.44496	1.76447	1.768	1.70581	1.73289	1.83118	1.65363	1.74267	1.2398	1.69066	1.62519	1.86033	1.56872
LSR	1.27882	2.17577	1.50859	1.56772	2.3267	1.41171	1.51978	1.36001	1.27546	1.46375	1.46157	1.65706	1.90664	1.67145	1.86551	1.34356	1.40518
LDLRAD3	1.70581	1.57174	1.61859	1.49888	2.32243	1.57104	1.59041	1.54115	1.57595	1.37338	1.47405	1.59466	1.9149	1.43625	1.54115	1.62656	1.6173
TRPV2	1.58805	2.02069	1.70531	1.55597	1.30282	2.33162	1.90274	1.64403	1.27944	1.65566	1.62607	0.936876	1.50138	1.566	1.136	1.81675	1.62607
P2RY11	1.6321	1.7474	1.6609	1.71739	1.66324	1.59782	1.55353	1.61452	1.49916	1.65417	1.56752	1.51314	1.91592	1.65566	1.69429	1.54737	1.66435
SPAG1	1.61631	1.88822	1.66043	1.59782	1.3412	1.56981	1.49836	1.77702	1.56329	1.66685	1.54984	1.64045	1.86197	1.64997	1.56016	1.71518	1.70042
SESN2	1.51532	1.50685	1.50439	1.56722	1.38791	1.76629	1.66019	1.84752	1.68329	1.55993	1.76824	1.46704	2.05425	1.72729	1.46924	1.70993	1.52964
ARHGAP22	1.68902	2.32599	1.55005	1.62944	1.77685	1.34787	1.4245	1.31409	1.46704	1.45592	1.74949	1.55795	1.83639	1.43396	1.64757	1.50249	1.7826
KCNK10	1.82898	1.81531	1.60616	1.53262	1.10833	1.60698	1.62325	1.65817	1.73843	1.7118	1.45076	1.79553	1.05524	2.01192	1.8349	1.70448	1.49097
GIMAP4	1.74027	0.799216	1.16321	1.41929	2.36647	2.57971	1.13221	1.2989	1.3318	1.31846	1.566	1.61516	1.53783	1.39297	1.63948	1.5416	1.78708
FCGR2A	1.65817	0.938553	1.00411	1.62788	1.88844	2.23125	0.797218	1.13318	1.33294	1.55597	1.58237	1.94386	1.90911	1.55729	1.50336	1.85693	2.04454
SYT15	1.39865	1.79256	1.79154	1.62557	1.83339	1.2578	1.56772	1.46309	1.4963	1.52063	1.57595	1.60755	1.7542	2.13424	1.73644	1.44	1.59437
PHOSPHO2	1.88278	1.04184	1.43356	1.49416	1.54631	1.87061	1.55993	1.45141	1.84504	1.89753	1.65238	1.75441	1.67073	1.62411	1.66456	1.78473	1.38264
SUV39H2	1.75334	1.36549	1.70399	1.61859	1.7009	1.60314	1.66639	1.4932	1.7878	1.64388	1.68574	1.7189	1.53881	1.75308	1.63819	1.59911	1.56995
NOSTRIN	1.68574	2.12385	1.7713	1.42952	2.24682	1.4104	1.2952	1.67485	1.45391	1.33095	1.31138	1.64937	1.74049	1.55684	1.33884	1.61144	1.70873
TAS2R4	1.85504	0.429086	1.70919	1.49287	1.87779	1.55993	1.51246	1.52568	1.8927	1.4893	1.84973	1.76596	1.90485	1.44806	1.51265	1.64997	1.66341
DHRS4	1.89404	1.4534	1.57677	1.70204	1.3587	1.58642	1.42726	1.79421	1.95361	1.65724	1.52009	1.46819	1.80951	1.71056	1.64524	1.57628	1.59193
AKT1S1	1.57018	1.75091	1.70476	1.7826	1.94572	1.45463	1.46375	1.61812	1.34153	1.36885	1.73843	1.50316	2.20698	1.47814	1.59437	1.50575	1.48163
FLJ44635	1.60805	0.527459	1.36799	1.63347	1.90911	2.74912	1.47204	1.3695	1.57698	1.58601	1.61647	1.53411	1.4645	1.27882	1.38598	1.49864	1.70618
SCRT1	1.26093	2.32788	1.88528	1.68271	1.79256	1.13995	1.53135	1.49679	1.32251	1.20555	1.58528	1.29317	2.01945	1.62859	1.70618	1.4377	1.81553
TAF1A	1.74473	1.6727	1.63326	1.70023	1.32963	1.60775	1.65507	1.50887	1.77804	1.59215	1.7726	1.62325	1.54761	1.73406	1.74093	1.69149	1.50219
ZNF74	1.47757	1.71378	1.70635	1.75674	1.77462	1.53411	1.63515	1.54543	1.54002	1.5063	1.63144	1.57079	1.74828	1.61286	1.63933	1.71627	1.70959
MEF2B	1.51081	2.02654	1.58146	1.54239	1.41344	1.55295	1.81997	1.8141	1.35452	1.42031	1.67073	1.48237	1.72372	1.62343	1.80106	1.81867	1.53262
RASSF1	1.55232	2.00901	1.52282	1.60738	1.94451	1.7438	1.4868	1.40542	1.55252	1.50078	1.5683	1.61265	1.80558	1.53474	1.76703	1.52863	1.55824
FKRP	1.67126	1.7235	1.71203	1.65328	1.38332	1.78659	1.7463	1.73459	1.57018	1.67663	1.6793	1.63704	1.43889	1.63515	1.53831	1.59708	1.6727
PIGV	1.59215	0.680539	1.58552	1.70959	1.79797	1.68626	1.68825	1.51839	1.69554	1.61888	1.62967	1.52222	2.03135	1.68201	1.60899	1.68051	1.63774
NXPH3	1.43964	1.87908	1.56792	1.77749	1.59796	1.63819	2.08744	1.60001	1.83563	1.62859	1.37532	1.45178	1.3779	1.47275	1.717	1.60879	1.62177
PRR7	1.36415	2.33	1.71864	1.78066	1.7055	1.29806	1.56638	1.68644	1.50774	1.39418	1.54761	1.56269	1.87541	1.72656	1.29065	1.45524	1.61768
PRDM10	1.71162	2.10085	1.51344	1.80598	1.4377	1.46704	1.77804	1.62579	1.75015	1.64685	1.71627	1.59911	1.20287	1.45797	1.57992	1.62998	1.64908
ZFP37	1.6205	2.10495	1.71031	1.42922	1.56269	1.35085	1.79532	1.56571	1.75033	1.89404	1.59684	1.83442	1.28475	1.66639	1.50887	1.40686	1.5316
RBBP9	1.7337	0.766149	1.57628	1.5439	1.37532	1.72729	1.81506	1.77168	1.8074	1.83384	1.66819	1.75308	1.45321	1.78091	1.66164	1.69122	1.45178
ZNF256	1.70416	2.05832	1.70681	1.71828	1.45391	1.46113	1.63087	1.7085	1.74188	1.63279	1.43382	1.6968	1.38913	1.60755	1.67485	1.64833	1.46332
MTHFD2L	1.9511	1.34301	1.58192	1.5961	1.68825	1.48185	1.68446	1.65961	1.72774	1.61172	1.6773	1.64757	1.70959	1.716	1.63732	1.48634	1.51314
SNTB1	1.50985	1.51569	1.72749	1.44415	1.87935	1.50985	1.61418	1.58146	1.55187	1.43964	1.40129	1.71967	2.11893	1.58769	1.6762	1.5778	1.70476
PQLC3	1.47231	1.08634	1.59466	1.47704	1.80884	1.87309	1.59708	1.43198	1.75441	1.69799	1.71399	1.83384	1.58833	1.82629	1.63704	1.64733	1.48736
COBLL1	1.42726	2.14079	1.87094	1.31463	2.10713	1.31109	1.58601	1.50714	1.60267	1.595	1.30089	1.55373	1.76768	1.88387	1.41235	1.49708	1.45141
TARBP2	1.4447	1.75712	1.57285	1.55353	1.54564	1.66341	1.66868	1.62005	1.72198	1.68973	1.52193	1.58953	1.92765	1.65881	1.71304	1.61265	1.52647
RAB36	1.50575	1.49117	1.9135	1.37029	1.34685	1.76972	1.74786	1.99263	1.53295	1.59079	1.3857	1.5339	1.61955	1.66435	1.75674	1.80842	1.53036
ZNF43	1.84858	1.7421	1.49287	1.51009	1.40002	1.50962	1.62535	1.9149	1.78659	1.82579	1.57698	1.72287	1.20555	1.82191	1.59755	1.51569	1.57644
BET1	1.76596	0.903075	1.67073	1.49147	1.64388	1.75201	1.73827	1.59144	1.8432	1.85144	1.7461	1.74495	1.28272	1.61265	1.61497	1.72236	1.48634
FAM10A4	1.86457	1.05723	1.44724	1.82789	1.53262	1.36664	1.80619	1.61604	1.84926	1.69746	1.70919	1.52193	1.56406	1.57968	1.64388	1.7421	1.70399
KCNH2	1.41371	1.96122	1.70771	1.81021	1.37834	1.42652	1.63063	1.72334	1.6892	1.4939	1.64887	1.41073	1.84677	1.65238	1.55232	1.64496	1.66456
THAP1	1.78504	1.18349	1.62859	1.62519	1.69885	1.7987	1.70145	1.5175	1.69367	1.55918	1.66868	1.68825	1.58291	1.74049	1.47004	1.69909	1.60915
LRDD	1.17275	2.68291	1.62788	1.89822	1.8759	0.968537	1.3118	1.29416	1.43721	1.20234	1.53557	1.53295	1.91	1.35325	1.4868	1.40542	1.72922
TUT1	1.52647	1.90065	1.80352	1.63279	1.53952	1.5147	1.58406	1.65209	1.62633	1.67866	1.4645	1.55276	1.81506	1.63227	1.6733	1.64816	1.51197
PLCXD2	1.45847	0.872253	1.38708	1.96907	0.434891	1.96197	1.86255	1.98343	1.87646	1.50985	1.98825	1.43491	0.99692	1.60054	1.57644	2.00521	1.65745
