id	C3_raw	C4_raw	C7_raw	C8_raw	A9_raw	A10_raw	A11_raw	A12_raw	A14_raw	A15_raw
POLD3	394	632.0257848	676	469.7746004	447	404	464	565.8944312	557	492
LASS1	833	1459	1210	759	739	780	1162	1476	1406	1217
TBR1	1289	2471	2329	1468	1195	1299	1521	1739	1934	1465
AP4B1	429	565	902.3342055	510.5226953	472.0358282	469.0114294	497.0085273	591	666	584
NRG3	1071	1647	1660	1336	1025	1068	1275	1453	1487	1290
POLQ	139	160	199	201	112	163	168	155	231	202
SLC12A7	316	437	432	238	265	183	551	334	442	447
MGEA5	7584.910032	11564.1058	17168.64463	12403.34431	10458.72965	11342.15353	10280.71444	11893.82023	14307.91199	11753.44973
NFAT5	4715.098602	7185.211742	9528.933992	7269	5558.17946	5359.474173	7284.726467	7255.408451	8004	6379.09893
NUDC	862.2599025	1678.222499	1484.676366	883.8459734	892.0368421	903.353307	1211.185573	1086.965547	1351.210693	1012.955889
PTGES3	978.0256127	1807.08714	2757.867035	1655.97834	1876.994353	1649.070252	2419.002563	2013.10248	2299.105152	1586.936395
YME1L1	2312.039765	4272.027726	6147.562142	3782.064912	3474.86836	3354.07588	3798.356098	4345.560644	4556.269352	3688.759101
TCFL5	702	1343	1525	652	820	634	884	1118	1140	1078
PLK4	48.00230208	61	138	138	99	143	34	157	185	119.0234649
STAG3	1347	1877	2392	1872	1718	1973	1571	2139	2280	2130
STAG2	2828	6029	6561.209321	4048	5519	4102	5275	6427	6373	5656
SIX2	3	1	4	1	0	4	2	0	3	2
RFPL3S	28	50	35	31	24	25	39	42	40	36
RFPL3	10	24	38	28	22	16	19	21	23	22
RFPL2	68	145	120	183	79	46	80	70	68	48
RFPL1S	959	1885	3625	2558	1532	1734	1108	1311	1875	1452
RBBP9	227	362	609.8931665	389	351	352	370	480.0141576	525	414.5180731
RAI2	91	130	163	109	73	104	112	94	139	129
RAI1	1059	1452	1402	809	687	724	992	1112	1381	1608
PTTG2	18	19	22	10	16	14	20	9	12	15
PHTF1	907	1364	1696	1179	1001	971	1075	1391	1341	1147
MAP3K2	1172	1997	2513	1883	2207	1708	1905	2489	2481	1967
MASP2	202	232	342	226	226	232	257	316	280	218
KLRA1	84	141	156	198	170	119	132	214	225.9333333	177
KIF1C	3072	8322.251059	7152.027215	3418.228537	3136	2250.182309	5798	6743.075662	5359	5665
GRAP	16	47	25	3	10	14	43	25	39	28
CHL1	9951.637199	16451.67867	33018.74358	21901.61008	17452.43551	14616.16452	15960.23836	16701.43315	16544.08078	13803.52786
CAPN9	77	88	87	98	75	106	74	197	213	103
GIPC1	815.987013	1170	1784	1146	723	710	918.0760453	1063.183851	1104	1393
TRAF3IP2	331	416	453	390	270	341	418	576.037925	580	462
PLAC1	1	4	1	2	1	0	5	0	3	1
NUP50	547	869	1480	951	943	857	889	963	1120	880
NES	384	517	500	274	292	268	575	923	757	684
JARID1B	1624	2820	3458	2153	1940	1902	2352	2468	2661	2390
TOB2	777	1433	1152	876	851	802	1307	1536	1307	1317
HBS1L	2176.532781	3881.04145	6206.458045	3958.820405	3315.869125	3676.020657	3328.79104	4435.903921	5478.822964	4300.771661
AHCYL1	7949.283151	9525	12344.66627	9088.025324	8588.99696	10907.48476	9596.069821	14195.68462	17364.37412	13269.85954
PLK2	1865	3707	7652	4396	3278	2762	2398	2960	3932	2967
ZMYND11	3252	6131.809216	7851.577032	5632.174138	4637.030996	4058.636706	5144.016062	5924.437362	6015.459132	5050.017606
FUSIP1	345	719.0016713	683.9601659	461.7433542	424	485.0792899	582	610.2752314	802	539
ZBTB6	247	355	770	528	489	383	426	580	582	486
POP4	206	573	670	413	415	384	432	426	516	443
ARPP_19	4275.099351	6782	16838.59074	9732.99639	7995.993711	6992.997481	7180.852513	8802.956055	10600.14047	7769.52867
ARPP_21	3242.424346	5040.889827	8202.04804	4674.713079	3318.226892	3141.861015	3521.662095	4067.082801	4446.241368	3748.611934
ZNF271	465	782	1131	626	664	572	865	884	791	764
ZNF234	232	488.0356766	480	292	275	262	383	445	428.8732962	379
ZNF266	328	674	678.3146626	390	347	512.6229508	526	684.3404255	613	551.4277334
ZNF274	167	387	339	267	306	220.0133782	299	365	482.3852383	453.9459459
NEK6	705	962	1174	840	578	790.0192027	795.0457443	1110.128469	1562	1177.870732
WDR4	166	250	296.7556569	198	97	150	297	307.8989925	285	242
SLC17A3	0	0	0	0	1	2	0	0	1	1
NCKAP1	8818	20483	32849.89343	20640.0672	18009.05668	16101.05279	18687	16677.98081	18076	13977
IQGAP2	58	110	94	74	59	85	111	120	95	150
VAMP5	46	73	59	38	30	28	34	94	88	68
ZNF273	478	558	762.3907294	672	383	458	579	664	895	705
ZNF460	1875	3013	3651	2752	2664	1990	3079	3731	3689	2773
ZNF268	164	272.0100131	310	239	188.0581379	260	253.0641254	361	359.0096094	330
MTHFD2	100	126	113	148	128	164.0253497	219	415.0350022	277	169.0086443
RPP40	59	150	209	126.7413202	112	102.0088248	120.0048127	137	185	97
CYSLTR1	9	11	17	12	8	9	17	18	15	16
9-Sep	1876	2600	3740	2554	1786	1978	1973	2551	3396	3562
SEC24A	717	1134	1477	1085	1120	905	1093	1329	1553	1125
CCR9	13	8	14	13	13	8	9	12	21	12
GJB6	788	1013	1035	1437	603	736	689	1124	718	1435
SDCCAG8	1854	2803	3576	2120.430295	2262	1990	2498	2547	2751	2584
SDCCAG3	217	444	408	322	222	256	373	350	383	303
HSPH1	4937.284469	12395.20672	14706.81768	7569.212221	7361.841154	5915.545117	11975.85657	6999.808266	7890.124442	6062.200736
STARD10	205	808	691.4799271	484.4755342	323	323	550	466	560.0078954	354
WASF3	3045.544872	4239	7574.655311	4622	3451.693878	3368	3845	5070	5768	4089
NOXA1	544.0080595	589.8942266	631.9164072	649.8787708	286.776925	395.0055771	283.8342443	528.0066201	584	764
UTP14A	270	437.7828778	515	378.7080975	278.825101	373	431	500	474.0353822	355.7106282
CPLX2	6997	13080.97288	18056.44708	11949.95098	7944	9897	7996	6881	10652	10254.79721
CPLX1	1046	1718	2145	1565	1008	1060	1255	937	1898	1618
SPINT3	1	0	0	0	0	0	3	0	1	0
FRS3	301	423	502	385	266	300	390	386	421	432
FRS2	1374.081745	2128.245153	3124	2335	2098.123545	1796.922742	2029.107879	2822.061012	2720.187988	2690
NEU3	224	403.0079202	640.0051126	459.0012448	343.0094265	314.0057937	308	318	462	435.0018063
C5orf4	682	1571.102416	2108.914766	943.0617684	1542.276415	1231.279652	1348.110199	1743.898252	2043.319372	2069.687654
FAM114A2	382	794	808	594	530	476	587	713	752	693
ZNF275	459	742	854	679	490	577	651	879	810	661
ALDH1L1	2076.983471	1937.031927	2077.934396	2411.788441	1201.008395	2048.948602	1870.61915	2913	2390.936936	3361.249066
FTCD	88	329	81	197	114	45	195	93	195	146
C7orf16	16	34	47	40	27	11	36	27	32	37
TUBGCP2	1170	2306	3545.032218	1838.03055	1387	1423.978723	1806	1721	1899	1849
CLPX	947	1659	2250	1498	1585	1339	1515	1874	2293	1622
PDE10A	444	694	1289	744	695	593	772	611	647	786
SRCAP	2634.004995	3947	3577	2823.002094	1963	2107.016029	3651	3425	3713	3315
PPP1R13L	68	79	65	39	73	43	89	89	62	123
CD3EAP	259	420	438	324	255	292	348	372	394	415
CCL27	79	168	228	180	145	120	110	136	184	161
HPSE	21	39	38	31	40	41	73	79	82	61
RUVBL2	652	1426.091145	1866.352123	1222.516987	990.0072177	822.0591669	1083.287506	1148.495757	1261.265433	1186.009977
PGRMC1	1215.996198	2586	4813.156452	3189.395717	2584.314878	2194	2173.998099	2503	2934	3041
CYP46A1	1265	2229	3259	2633	1519	1218	2060	1823	1986	1562
LILRB1	26	82	46	45	48	55	100	73	71	102
SLC26A1	166.6679805	188	190	117	70	79	144.030322	134	162	222
ADAM28	234	527	181	478.0229482	468.999772	721.034469	510.0011285	516.9375	347	587
SLC22A7	12	23	14	11	20	12	27	23	24	18
ARID5A	155	342	170	260	150	132	203	261	234	198
HCP5	34	77	75	45	25	55	46	78	83	120
TSPAN9	219	315	529	295	257	204	332	287	514	328
USP20	1139	2013.776502	2153.759708	1574.048948	1337	1075	1363	1591	2046.885964	1769
USP19	1282	2455	3199.008961	2062	1527	1387	1986	1849	2073	2060
HCST	8	34	26	32	41	36	39	37	71	42
CD300C	12	18	6	6	5	14	9	9	14	27
ME3	1289	1955	2755.068965	1960.052412	1433	1174	1397	1546.074607	1771	1745
NMU	10	10	88	41	30	28	16	35	30	12
FGL2	110	170	211	164	287	256	304	368	256	466
FAM12A	0	0	0	3	0	2	2	5	9	5
CFHR4	0	12	13	0	4	3	3	1	3	27
CFHR3	4	12	4	9	18	24	18	9	13	34
ACTL7B	0	1	4	5	0	1	1	1	2	0
ACTL7A	4	6	2	11	3	3	1	8	2	8
C1QL1	68	107	141	104	44	55	103	152	149	138
MRPS30	826	1742	2118	1347	1291	1239	1334	1255	1441	1246
WDR3	652.9047084	1242	1679.927101	1155.895661	1117	957	1042	1345	1480.964234	1054
NPFFR2	10	57	108	30	23	18	41	35	38	39
PROKR1	0	0	1	0	3	3	0	1	1	3
GPR83	142	243	317	451	210	165	199	174	261	249
RAB10	1653	3872.731977	4447.863835	2727	2684.075745	2368.954897	3233.286807	3639.719349	3698.202107	3047
PPARGC1A	968	1387	2007	1791	1225	1218	1238	1262	1546	1180
MALT1	561	891	849.6350852	657	640	658	809	1005	886	816.7943593
MMP24	513	838	1242	833	484	555	577	664	789	673
LYVE1	116	239	163	155	140	112	344	288	187	126
OCLM	33	35	36	39	31	26	45	54	65	34
YIF1A	221	374	635	318	283.9622642	265	333	484.0512011	457	529.8019896
CPSF4	299	548	685.8170093	407	351.8893214	395.0244347	416	572.9122268	562	502
JTB	440	1030	1375	838	772	579	891	932	934	757
RUNDC3A	3902.002124	6061.003918	8526.698017	5617.996557	3174.836484	3016.005734	4621.764916	4163.534355	4936.158414	5287.931307
DHRS4	62.00096204	122	98	109	116	77	83	91	131	111
BRD8	1780.638557	3794.357679	4106.263868	2446.551745	2331.806897	2547.523012	2561.348273	3032.647334	3164.715904	2707.609333
MTMR11	100	218	248	135	142	111	192	181	208	182
BLCAP	1053	1768	2862	1937	1309	1374	1565	1496	1787	1807
MAN1A2	5138	9409	10909	6781	5836	5235	5473	6098	7682	6717
TRAFD1	383	862	1009	566	716	584	868	887	878	848
TXNL4A	306	857	992.7896731	609.017508	577.0384057	453	610	672.7613394	657.697283	554.9195046
PNPLA6	2347	4899.090741	5028.999411	3150.445415	2217.623519	2091.074164	4441.597835	3346.909442	3720	3535.526961
SUGT1	1002.275851	2151.990244	2740.708984	1508.847287	1798.15625	1660.194642	2110.205021	2048.268016	2365.05977	1843.87648
UTS2	1	3	6	2	2	3	1	2	3	1
GADD45G	58	114	55	159	51	55	70	69	38	89
EDAR	9	18	24	13	16	3	22	12	10	11
PAPOLA	2735.627491	5477.01458	5774.92338	3369.464439	3788.846015	3068.475454	6173.561677	4677.561493	4764.539231	3742.85456
TCERG1	2247	3242	3964	2935	2532	2322	2417	3239	3333	2935
MAGED2	2177	4090	6306	3931	3355	3312	3295	3716	5047	4509
BTNL3	2	0	0	4	0	0	1	1	0	4
EHMT2	1897	2945.010587	3641.885502	2631.477443	1873.635309	1901.010874	2287.008443	2522	2749.008672	3011.029132
COPS8	636	1039.072504	1845	1214	1196	999	1015	1234.13886	1362.07221	884
RNPS1	558	894	1274	888.036157	643.0010784	671.0006129	894	841	1017.059857	866.0896667
FASTK	422	853	1011	695	400	432	604	673	722	762
SUB1	1704.962859	2644.001607	4525.349119	3044.014043	2878.231268	2358.840037	2256.886284	2719.372058	3459.807922	2296.8383
SMPDL3A	135.000346	283.0007944	330.7636404	218.7199003	251.2996437	206.6666667	286.0414079	263.017373	323.870753	272.0171735
DBF4	81	164	212	155	121	118	136	166	227	148
SPIN1	2846.976442	5923.41135	9206.978337	5929.271474	4946.493576	4572.872785	4980.963872	4861.603741	5524.4276	4540.926106
RALBP1	1319	2713	3202	2309	1945	1747	2321	2100	2117	2007
SFRS2B	334	616	1231	897	510	502	641	765	757	719
APOBEC2	27	16	28	23	34	21	33	41	41	24
MORF4L1	733	1417	3288.588592	1867	1604.001344	1609	1664	1520.003156	1800	1518
MORF4	0	2	7	5	2	0	2	1	1	4
PRDX3	893	1883	3294	1905.5922	1980.218943	1466.976345	1917.436648	1793.046999	2375.212552	1702
GPR75	562	611	747	740	418	581	545	983	833	858
EHD1	286	605	685	415	357	322	517	471	598	603
AFG3L2	1148.933787	2574	3306	2401.881787	1998.974348	1847.032031	2096	2069.946787	2327.100155	1829
POP1	178	205	411	201	179	260	311	306	312	309
PRSS21	3	1	1	0	0	1	1	0	3	0
MSL3L1	558	1049	1192.935453	884	817	721	771	780.8526398	874	655.859401
C11orf58	1212.861196	2266.092971	3460.84503	2469.716104	2285.161539	2305.57259	1884.617969	2519.812697	2859.973098	2097.391301
KDELR1	332	567	661	538	338	378	417	559	661	576
SF3A3	895	1716.982906	1733.740106	1181.970768	1334.912829	1300.936953	1206.92839	1568.978225	1697.843847	1115.76078
AP3M2	1227	2562	4344.29165	2441.040675	2206.068738	1718.101908	2094	1978.239661	2362	1927
STARD3	329	689	614.7297457	502.8291096	387.2293578	423.9764706	545	584	566.6226415	641
HNRNPA0	557	609	1545	1069	793	738	816	986	1136	1009
BTG3	78	186	185	177	174	147	138	282	258.9555556	210
CBX1	707	1330	1798	1091	1152	1025	1211	1317	1335	1164
SEC61B	155	396	484	316	325	308	293	388	386	389
TOMM34	527.0553746	958	1483.634914	959	717.9719643	481	1132	665	1056.005865	616.9533897
PDIA5	110	164	182	83	101	100	84	124.4662017	185	112
SERINC3	3014	5967.997727	10293.11741	6186.197749	5663.510569	4989	6063.361936	6029.373867	6330.528491	5083.574102
OS9	1439.235271	2765.252621	3808.167951	2738.973551	2058.867828	1849.17754	2141.330657	2401.277372	2779.268555	2728
PNRC1	1278	2973	2369	1853	1966	2173	2247	2262	2671	2434
TMED2	1135	2213	3144	2330	1919	2024	2089	2266	2366	2131
LMAN2	551	946	1090	696	497	571	830	967	955	882
ERP29	272	564.6202532	611.0156893	422	399.6378824	345.0053073	381	388.3662288	504.5672575	409.1259767
MLLT11	1532	3382	5828	3345	2947	2618	2637	2538	2939	2095
STIP1	1567	4213	3997	1856	2155	1765	3348	1992	2567	1961
IFI44L	228	252	871.003949	304	470	253	524	1103	676	1010.002599
ACOT2	160	307	544	342	348	246	247	362	456	482
RAB40B	490	996	1708	1110.197085	858	681	937	1244	1617.955092	1224.91179
EBNA1BP2	397	733	1122	806	592	550	494	584	818	606
CKAP4	240	423	715	455	339	311	401	385	593	423
YWHAQ	3802.128272	7661.368417	11164.40713	6642.224212	7330.070828	5773.163508	6818.199814	7844.153379	8687.494213	7061.028518
TMED10	1778	3184	4249	3231	3277	3117	3368	4520	5157	3967
ASCC3	1799	3390	3584	2451	2617.979592	2406.962963	2405	3135.02456	4053.961133	3055
C10orf116	280	215	309.476473	217.84862	197	432	171.0754884	269.0364527	379	419.7906316
UQCR	564	1305	1827	1034	961	805	871	1037	1268	1219
CLP1	40	67	154	74	69	84	84	90	100	90
FERMT2	1873.005723	2997.002245	2982.347482	2057.289061	2186.004076	2478.010852	2330.005106	3210.246311	4158.005493	3198.542388
COPS6	618.1706972	1116.500607	1339	892.0012429	667.0457757	708.6391753	981.1410451	853	920.5635179	779.9511526
RAB32	26	53	62	53	32	38	42	80	72	73
MAPRE2	2892	5708.384513	8438.113298	5299.504507	4488.297417	4099.022852	5409.235151	5131	6142	4992.993056
CCNI	4712.273016	10209.52674	13620.15935	7532.579461	7570.963234	7122.389787	8969.858083	7436.27865	8661.516091	5915.591877
GCN1L1	2179	4810	4791	2823	2735	2323	4284	3814	3652	3638
COPS5	560	1342	2129.108369	1146	1257.979946	1089.213704	1463.698027	1411.813371	1476.183855	1275.009414
METAP2	801	1385	1944.938782	1280	1297	1148	1301	1600	1713	1487
IMMT	1429.16693	2388.141801	3385.376581	2084.444727	2076	1827.327872	1929.626498	2256.417375	2503.194525	2002.482409
LILRB5	4	14	23	10	7	13	14	13	24	6
SLC38A3	323	449.8916528	583	247.0165119	265	278	399	581	696.079684	567
SF3B2	3096	7189	6601	4618	4160	3642	4927	5042	6293	4737
SDS	67	95	155	206	57	77	89	184	169	162
ILVBL	329	679	838	567	434	379	705	692.0122555	755	712
SLC27A5	93	205	264	115	99	72	119	122	161	144
SLC27A4	697	1347	1917	1345	844	684	1164	1052	1299	1225
SLC27A3	138	189	137	207	94	77	113.0129904	171	185	192
SLC27A2	61	167.0345931	157	126	100	120	98	111	131	108
KIF2C	22	44	54	34.00070159	28	52	43	50	82	54
SPINK5	30	61	25	19	45	27	45	41	51	18
LILRB4	64	141	50	158	95	149	121	217	117	226
CCDC85B	455	829	1103	758	430	377	585	621	685	753
IL24	0	0	1	0	3	1	0	1	1	0
GLIPR1	506.0278438	1185.056298	1736.986111	990	933	880.930195	985	846.0292045	927	968.7783304
TLK2	355	624	570	352	398	377	512	529	531	384
TMSL8	1	2	3	3	2	0	0	2	3	3
KDELR2	399	798	1228	708	737	631	856	1017	1058	850
KDELR3	54	85	111	195	101	110	95	147	111	120
ATF7	285	757	563	307	435	393	634	716	684	534
RY1	592	1174.150602	1603.290876	1066.084762	937.9883721	971.9609756	908.1460391	1159	1391.985401	981.9566723
TMED1	109	194	269	154	147	141	187	156	178	232
LIAS	241	358.0100795	554.7247059	324.5901423	297	368	310	339.6867622	401	343
RABL4	470	638	1176	690	661	558	513	721	998	842
RAB35	388	747	1000.695099	629	480	447	598.7979743	600	722	701
TDRKH	442	713	1217	631	699	490	721	646	718	608
VAX1	40	62	84	62	51	52	68	61	66	67
LILRA1	11	18	12	24	19	20	28	24	30	34
LILRB3	18	16	8	26	5	20	13	27	34	28
LILRA3	0	2	1	0	0	0	7	3	5	6
LILRA2	9	13	11	16	16	9	33	47	33	24
RBPMS	132	156	152	151	125	158	145	230	212	147
RAB31	1972	2645	3138.528118	2565	1993	2122	2386.876983	3445.04982	3530	2711.895882
CENTA1	1204.034146	2262	3914.953591	2139.673169	1720.012978	1100	1823	1578	2056.859124	2456.710633
DSTN	2523	4924	7439	5398	4878	4857	4505	4339	5699	4307
RIPK3	13	15	16	14	7	16	19	24	24	22
GTF2A1L	3	16	7	11	7	7	13	1	3	10
STON1	25	48	40	47	57	67	77	99	78	66
PIM2	144	296	473	286.0490068	212.0287087	195	226	209	270	234
B3GNT1	1450	3996	6000	4143	2800	2402	2658	2692	3209	3185
MID2	246	641	712	436	434	393	418	403	557	377
POLS	677	1053	1205	781	688	667	1035	1058	935	861
UPK1A	0	7	1	2	4	4	4	0	6	2
SLC35D2	263	490.6073271	381	250.5750188	436.6451022	264	536.4871146	687	731	651
ADRM1	581	1364.899556	1736.443551	1190.923506	941.2725703	795	1057.14527	1053.471311	1276.132396	1244.842605
NUDT21	1836	3719	6593	4097	3833	3517	3008	3582	4249	3382
CPSF6	2515	3632	6272	4263	3935	3887	3943	4587	4986	4435
OGFR	895	1361	1447	1091	705	731	857	1128	1099	1194
ZPBP	3	2	7	7	2	4	3	6	11	2
DDX52	439	738	956	662	535	485	710	919	783.9394259	669.0586724
ABHD2	3792	5448	7905.938366	6123	4558	3909	5138	4995	5953	5359
WWP1	988	1825	2331	1324	1674	1562	2010	2130.978723	2086	1394
WWP2	1168	1868	2211	1529	1051	1108	1427	1813	2054	1986
LECT1	27	40	43	41	51	50	43	63	45	65
DUS4L	138	179	249	245.3360465	224.9672131	211	196	278.8305085	324	208
SOX30	2	8	6	1	1	2	10	2	5	2
CEP110	1551	1819	1711	1286	1302	1170	1537	2263.75	1988.973684	1723
UBE2C	0	1	0	0	3	2	0	6	2	2
U1SNRNPBP	229	410	402	267	218	214	323	359	332	298
C10orf10	185	521	284	262	235	395	428	613	343	440
CYB561D2	70.88235294	157	169.8378378	123	92	110	94	149.8918919	140	179.8312687
RAPGEF4	11972.90549	16283.8605	22752.01941	13415.4774	13362.69568	9983.909673	9350.827291	12324.79766	13526.73062	16757.99834
TMEM115	247	445	556	418	266	239	379	376	428	417
DUSP14	6	14	18	6	2	5	8	5	6	4
TOPBP1	893	2246	2767	2166	1768.989583	1632	1612	1881	2177	1591
TRIM31	0	0	4	2	1	0	1	3	0	1
STMN2	5473	13287	19827	13675	10859	8820	10866	7208	9659	7460
TPPP	8139	13274	14010	9569	7917	5962	10432	11214	13727	13407
HSF2BP	60	48	68	83	60	52	34	63	92	103
TRIOBP	338	515	484	354	289	355	338	725	704	543
RER1	857	1618	2119.870596	1366	1160.957533	1087.059159	1464.024885	1616.038028	1791.964145	1730.879879
DNAJB4	554	1120	1560	744	959	819	1181	816	1067	836
KERA	0	0	0	2	2	0	1	0	0	1
ESM1	0	2	1	6	3	3	4	2	3	2
DIDO1	1531	2905	2547	1790	1526	1271	2295	2466	2275	2086
ADAM29	10	9	10	11	5	5	3	4	4	7
WDR5	592	961	1149	717	677	550	834	782	959	662
C9orf9	154.0118613	220	298.0350929	184.0243058	146	175	251	215	271.0257978	233
ADAMTS13	413	597	417	273	191	211	374	382	514	429
C9orf7	149	255	308.018863	189	133	117	217	313	249	260
ADAMTS8	200	219	469	316	195	169	183	251	437	260
ADAMTS5	46	47	152	88	59	76	82	63	62	76
NUPL2	316	526	888.0159283	556	460	438	481	615	641.2804389	608
PRSS23	275	566	492	413	319	273	366	469	487	484
PTPN21	561	666	857	659	573	558	784	1007	849	710
HNRNPUL1	1678.965066	3040.935646	3179.09918	2461.91982	2056.030526	1921	2409	3013	3088.984252	2924.91546
ATE1	1185	2594.206152	3423.105706	2160.583294	2034.994715	1565.97576	1996.929786	2040.771903	2231.087794	1987.616544
RPP14	391	657	1038.930463	679	635	519.0986595	645	692.059337	707	665.8609027
KRR1	1063	2016.862705	2977.941583	1906	1776.044609	1659	1610.897695	1857	2141.106932	1688
KATNA1	186	367	298	207	250	268.0095947	291	339	388.0614215	321.0595953
PRDM7	6	2	4	6	6	8	7	3	10	5
PRDM5	379	486	664	468	483	440	370.0234105	577	573.0182131	573
PRDM4	729	1453	1922	1170	921	938	1212	1244	1354	1151
HIBADH	443	773	855	558	520	503.0460632	775.1653691	651	763.0610608	535
CIT	10862.02365	16658.99515	13167.14169	13074.95057	8087.061693	9296.072394	12812.59643	9866.231604	10303	10893.80112
FGFR1OP	523	806	935.8027806	629.8751421	642.7539988	523	619	784.0481313	836.8946199	686.5433691
EMILIN1	99	146	155	120	107	121	124	184	326	160
BTN3A2	89	173	198	80.0027046	97	171	140	160	85	252
BTN3A1	170	321	418	160	206	249	239	246	333	383
BTN2A1	234	609.3280569	904	403	461	389	473.0083417	474.0528633	462	404
PTPRT	4607	9839	12580	9458	7025	6265	7668	6816	8404	6803
RCAN3	31	70	118	86	91	58	93	143	124	120
FAF1	1633	3292	4144.247261	2467.371956	2594.131362	2231.976223	2383.403209	3142	3166	3103
CD160	104	118	142	147	108	82	105	156	123	89
KIF3A	4095.065763	8693.083957	12619.83604	8192.841619	6933.212501	6676.18971	7103.296888	6961.221807	8071.009503	6393.860191
POLR3A	1471	2823	4129	2331	1683	1997	2254	2460	2642	2260
SFRS16	632	1286	967	880	539	518	696	912.0689355	1058	1033
ZWINT	54	60	110	69	44	59	31	80	71	96
CAPN11	13	0	18	9	0	14	10	5	11	11
CAPN10	434	627	607	453	301	230	491	611	583	639
KPTN	137	251	242	169	142	81	231	196	155	152
CDC42EP1	185	511	473	265	423	247	403	570	778	621
SLC7A9	18	66	19	8	16	10	25	37	26	27
PWP1	709.9733333	1492	2119.622592	1495.160365	1204	1352.962733	1198.127849	1565.120346	1617.940102	1231
TBC1D8	445	728	1076	666	588	777	522	742	797	663
CDC37	1381	2724	3324	2078	1608	1337	1714	1657	2316	2160
IL1RAPL1	649	1217	1348	835	1015	795	1144	1572	1396	1188
PKIG	452	937.000165	1270.021588	993	552	517	597	683	869	862.0001141
MYST2	1228.971026	2626.834758	2680.66001	1918.687119	1726.331887	1693.272212	1918.190972	2226.665382	2330.172851	1629.148202
DMC1	50	17	72	35	48	82	36	49	77	68
HRASLS3	748.97	2326.978127	2255	1301.955417	1691.022638	1196	2171.115374	2366.093373	2237.98827	2487
GLMN	486	845	1400.355239	987.9367585	762	957.4613886	698.8454024	1014.4151	968.020548	827
HHLA3	32	58	54	31	42	23	62	60	74	65
HHLA2	6	7	22	12	13	17	6	9	21	7
BVES	90	423	359	98	408	184	516	400	362	288
CORO1A	205	346	510	304	190	203	274	298	334	392
WDR45	438	883	977.1543223	579.0384612	471	491.9656869	727	726	736.2481985	604
FICD	58	118	167	120	54	66	92	129	135	160
AP4S1	285	483	718	435	399	408	413	499	496	343
LDB3	443	572	812	521	676	623	548.2941176	974	1395	1176
PTP4A3	118	183	205	157	107	148	103	199	299	215.8734666
LSM6	91	155	249	173	161	138	127	248	201	142
RABL2B	299	551.0025731	697	417.8071681	337	344	442	463	543	457
RABL2A	304	438	499	420.8939325	293	269	295	407	413	354
ERLIN2	790	981	1532.599594	1033.935375	970	808.5690803	1047.935499	1155	1482.03054	1338.878118
C14orf1	205	415	520	387	276	232	390	359	413	336
NUDT6	281	370	477	349	334	327	371	552	736	440
NUDT4	758	1165	2423	1212	1239	981	996	1322	1480	1122
NUDT5	372	640	532.7118035	322.8850191	458	422.0182011	565.0537764	565	574	459
NUDT3	2016	4115.02968	5323.908783	3236.098296	2861.045547	2581	3227	3212.988235	3808.994554	3201.401203
SOX21	115	90	236	108	93	89	137	199	236	162
FSTL1	699	888.0355371	1406	922.9999137	1050	942	900.0474927	1580.908538	2537.263819	1181.883985
PSIP1	2526	4682.265185	5443.516004	3812.942036	3781.853705	3240	3666.344953	4201	5240	3542.587086
WDHD1	180	439	519	313.000968	373.0054275	292	301	378	446	354
FAM107A	17300	19354	19231	16017	9568	15387	16364	25563	25595	26651
STRAP	1166.946393	2879.597952	4211.964881	2702.763116	2678.998667	2446.926472	2647.658409	2551.927795	2939.409118	2141.268081
ADAMTS7	39	75	35	27	25	9	24	36	35	49
ADAMTS6	107	186	181	137	77	137	113.7777778	185	153	150
BAZ2A	2066	3228.064299	2666	2094	1921	2052	2703	2799	3144	2418
BAZ1A	492	891	584	418	639	515	627.0008995	1155	793.0199672	675
LZTS1	965	1349	1789	1017	675	726	827	816	1390	1503
ZNF277	399	758	957	629	583	483	659	753	717	610
WDR6	1014	2009	2097	1615	941	945	1640	1775	1675	1492
TREH	74	164	95	75	107	64	153	215	289	155
SLC2A6	222	427	563.0800441	359	265	204	271	259	370	349
MAP4K5	3165	6859	6074.964047	3608.887582	5298.044194	4282.782469	6218.691836	7205.975934	7144.013313	5473.813056
MAP4K1	19	95	76	45	63	80	57	95	86	94
INMT	6	13	13	18	5	20	14	17	9	13
RASSF1	130	240	240	145	155	141	197	246	235	287
PKP3	16	14	52	41	14	16	34	26	30	70
NISCH	5848	10088.97273	9151.519684	7414.205977	4879.094037	4997.989305	7990	6927.982808	7573	6901
TNRC4	1209	1506	1980	1233.664845	665	792	1046	1078	1452	1543
CEP250	1698	2831	2318	1578.837707	1462	1245	2163.019108	1987.012673	2190	1915
WBP4	490	1101.937824	1323	860	911	905.9041625	779	1007	1051.043563	881
ABCB8	687	1207.006297	1247.940926	692.532336	630	602	965	1055	1247	1088.668605
SEC23IP	635	930.862069	1422.024921	1244.025734	888	990.927331	953.0050182	1321.039784	1371.046282	1070.206264
WIF1	269	295	1144	487	410	492	463	434	576	1929
SUPT16H	2115.002204	3872.000053	4829.615318	3210.11073	3211.002229	3372.004095	3042.000124	3108.000647	4097.007734	2827.000203
ANXA10	0	6	4	4	3	0	1	5	6	2
CHEK2	24	91	54	49	37	36	60	40	56	51
POLI	771	1287	1929	1186	1297	1203	1303	1748	1714	1565
